City_name,Venue_name,Venue_cat,Venue_catID
Duisburg,Café Alex (Ex),General Entertainment,4bf58dd8d48988d1f1931735
Duisburg,MS Nostalgie,Boat or Ferry,4bf58dd8d48988d12d951735
Duisburg,MS Gerhard Mercator,Boat or Ferry,4bf58dd8d48988d12d951735
Duisburg,Modern Music School Duisburg,General College & University,4bf58dd8d48988d1a8941735
Duisburg,Studieninstitut Der Stadt Duisburg,Office,4bf58dd8d48988d124941735
Duisburg,Königsgalerie,Shopping Mall,4bf58dd8d48988d1fd941735
Duisburg,Bürgerstiftung Duisburg,Non-Profit,50328a8e91d4c4b30a586d6c
Duisburg,OKAIDI DUISBURG CV KUHSTRASSE,Baby Store,52f2ab2ebcbc57f1066b8b32
Duisburg,Alte Post,Monument / Landmark,4bf58dd8d48988d12d941735
Duisburg,Riegel,Furniture / Home Store,4bf58dd8d48988d1f8941735
Duisburg,Stadtbibliothek Duisburg im Stadtfenster,Library,4bf58dd8d48988d12f941735
Duisburg,M'ocean,Hookah Bar,4bf58dd8d48988d119941735
Duisburg,Why Not,Bar,4bf58dd8d48988d116941735
Duisburg,Hazienda Steakhaus,Steakhouse,4bf58dd8d48988d1cc941735
Duisburg,Caritas Zentrum,Cultural Center,52e81612bcbc57f1066b7a32
Duisburg,Mango,Boutique,4bf58dd8d48988d104951735
Duisburg,Queen's Pub,Pub,4bf58dd8d48988d11b941735
Duisburg,Pommes Express,Snack Place,4bf58dd8d48988d1c7941735
Duisburg,New Jack Tattoo,Tattoo Parlor,4bf58dd8d48988d1de931735
Duisburg,Citygrill,Fast Food Restaurant,4bf58dd8d48988d16e941735
Duisburg,Gökbora GmbH,Campaign Office,5032764e91d4c4b30a586d5a
Duisburg,Seilscheibe der Schachtanlage Rheinpreussen,Other Great Outdoors,4bf58dd8d48988d162941735
Duisburg,Zuma Sun,Tanning Salon,4d1cf8421a97d635ce361c31
Duisburg,Internationales Zentrum der Volkshochschule,Community College,4bf58dd8d48988d1a2941735
Duisburg,Bäckerei Agethen,Bakery,4bf58dd8d48988d16a941735
Duisburg,Collyer Logistics (Europe) GmbH,Office,4bf58dd8d48988d124941735
Duisburg,Eiscafe Crema,Ice Cream Shop,4bf58dd8d48988d1c9941735
Duisburg,Köfte Haus,Falafel Restaurant,4bf58dd8d48988d10b941735
Duisburg,Stadt-Parfümerie Pieper,Perfume Shop,52f2ab2ebcbc57f1066b8b23
Duisburg,Tchibo,Coffee Shop,4bf58dd8d48988d1e0931735
Duisburg,Praxis Dr. Schwiese,Doctor's Office,4bf58dd8d48988d177941735
Duisburg,Dänemark,Office,4bf58dd8d48988d124941735
Duisburg,DIS,Building,4bf58dd8d48988d130941735
Duisburg,Schlatholt,Shoe Store,4bf58dd8d48988d107951735
Duisburg,duisburg landschafspark,Other Great Outdoors,4bf58dd8d48988d162941735
Duisburg,takxim,Buffet,52e81612bcbc57f1066b79f4
Duisburg,Crea Flora,Flower Shop,4bf58dd8d48988d11b951735
Duisburg,maxloh,Women's Store,4bf58dd8d48988d108951735
Duisburg,elifs tortenwelt,Coffee Shop,4bf58dd8d48988d1e0931735
Duisburg,Konzertkasse Fritz Lange,Miscellaneous Shop,4bf58dd8d48988d1ff941735
Duisburg,Altstadt Apotheke,Pharmacy,4bf58dd8d48988d10f951735
Duisburg,Parkhaus Königsgalerie,Parking,4c38df4de52ce0d596b336e1
Duisburg,Roma,Ice Cream Shop,4bf58dd8d48988d1c9941735
Duisburg,Gemeinschaftspraxis Dr. Unverricht & Dr. Mohrmann (Frauenheilkunde und Geburtshilfe),Doctor's Office,4bf58dd8d48988d177941735
Duisburg,Radiologische Gemeinschaftspraxis,Doctor's Office,4bf58dd8d48988d177941735
Duisburg,Adecco Personaldienstleistungen,Recruiting Agency,52f2ab2ebcbc57f1066b8b57
Duisburg,Schlemmer-Paradies,Fast Food Restaurant,4bf58dd8d48988d16e941735
Duisburg,Zeynep & Vedat's home,Residential Building (Apartment / Condo),4d954b06a243a5684965b473
Duisburg,rheinhausen,Assisted Living,5032891291d4c4b30a586d68
Duisburg,Kontorhaus,Building,4bf58dd8d48988d130941735
Duisburg,Çarşı Cafe,Hookah Bar,4bf58dd8d48988d119941735
Dundee,Desperate Dan & Minnie the Minx,Sculpture Garden,4bf58dd8d48988d166941735
Dundee,City Square,Plaza,4bf58dd8d48988d164941735
Dundee,Boots,Pharmacy,4bf58dd8d48988d10f951735
Dundee,Overgate Centre,Shopping Mall,4bf58dd8d48988d1fd941735
Dundee,Henry's Coffee House,Coffee Shop,4bf58dd8d48988d1e0931735
Dundee,Murraygate,Shopping Mall,4bf58dd8d48988d1fd941735
Dundee,Primark,Clothing Store,4bf58dd8d48988d103951735
Dundee,H&M,Clothing Store,4bf58dd8d48988d103951735
Dundee,Blacks,Outdoor Supply Store,52f2ab2ebcbc57f1066b8b22
Dundee,New Look,Clothing Store,4bf58dd8d48988d103951735
Dundee,Barclays,Bank,4bf58dd8d48988d10a951735
Dundee,McColl's,Convenience Store,4d954b0ea243a5684a65b473
Dundee,CeX,Video Game Store,4bf58dd8d48988d10b951735
Dundee,High Street,Bus Stop,52f2ab2ebcbc57f1066b8b4f
Dundee,Timpsons,Miscellaneous Shop,4bf58dd8d48988d1ff941735
Dundee,Post Office,Post Office,4bf58dd8d48988d172941735
Dundee,Dundee City Council Chambers,City Hall,4bf58dd8d48988d129941735
Dundee,Scott Brothers,Butcher,4bf58dd8d48988d11d951735
Dundee,Italian Grill,Italian Restaurant,4bf58dd8d48988d110941735
Dundee,Starbucks,Coffee Shop,4bf58dd8d48988d1e0931735
Dundee,Subway,Sandwich Place,4bf58dd8d48988d1c5941735
Dundee,The Pancake Place,Café,4bf58dd8d48988d16d941735
Dundee,Fisher & Donaldson,Bakery,4bf58dd8d48988d16a941735
Dundee,DAI PAI,Asian Restaurant,4bf58dd8d48988d142941735
Dundee,Nando's,Portuguese Restaurant,4def73e84765ae376e57713a
Dundee,schuh,Shoe Store,4bf58dd8d48988d107951735
Dundee,Santander,Bank,4bf58dd8d48988d10a951735
Dundee,Pandora,Jewelry Store,4bf58dd8d48988d111951735
Dundee,KFC,Fast Food Restaurant,4bf58dd8d48988d16e941735
Dundee,O2 Shop Dundee,Mobile Phone Shop,4f04afc02fb6e1c99f3db0bc
Dundee,Patisserie Valerie,Café,4bf58dd8d48988d16d941735
Dundee,Zara,Clothing Store,4bf58dd8d48988d103951735
Dundee,J. Allan Braithwaite Ltd,Coffee Shop,4bf58dd8d48988d1e0931735
Dundee,Greggs,Bakery,4bf58dd8d48988d16a941735
Dundee,Superdrug,Pharmacy,4bf58dd8d48988d10f951735
Dundee,Royal Bank of Scotland,Bank,4bf58dd8d48988d10a951735
Dundee,Whitehall Street Bus Stands,Bus Station,4bf58dd8d48988d1fe931735
Dundee,Clintons,Gift Shop,4bf58dd8d48988d128951735
Dundee,Dundee Dragon,Sculpture Garden,4bf58dd8d48988d166941735
Dundee,Caird Hall,Concert Hall,5032792091d4c4b30a586d5c
Dundee,Chest Heart & Stroke Scotland,Discount Store,52dea92d3cf9994f4e043dbb
Dundee,Tayble,Deli / Bodega,4bf58dd8d48988d146941735
Dundee,Slaters,Men's Store,4bf58dd8d48988d106951735
Dundee,The Old Bank Bar,Bar,4bf58dd8d48988d116941735
Dundee,Su Sushi,Sushi Restaurant,4bf58dd8d48988d1d2941735
Dundee,Chopstix Noodle Bar,Noodle House,4bf58dd8d48988d1d1941735
Dundee,Pillars Bar,Pub,4bf58dd8d48988d11b941735
Dundee,Tahini,Middle Eastern Restaurant,4bf58dd8d48988d115941735
Dundee,Greggs,Bakery,4bf58dd8d48988d16a941735
Dundee,Little Things Café,Café,4bf58dd8d48988d16d941735
Dundee,Royal Bank of Scotland,Bank,4bf58dd8d48988d10a951735
Dundee,redberry,Dessert Shop,4bf58dd8d48988d1d0941735
Dundee,Salty Dog,Gay Bar,4bf58dd8d48988d1d8941735
Dundee,HSBC UK,Bank,4bf58dd8d48988d10a951735
Dundee,Frameworks Photography,Design Studio,4bf58dd8d48988d1f4941735
Dundee,Visit Scotland Information Centre,Tourist Information Center,4f4530164b9074f6e4fb00ff
Dundee,British Heart Foundation,Non-Profit,50328a8e91d4c4b30a586d6c
Dundee,Tiso Dundee,Sporting Goods Shop,4bf58dd8d48988d1f2941735
Dundee,Amplifon,Medical Supply Store,58daa1558bbb0b01f18ec206
Dundee,Dundee Backpackers Hostel,Hostel,4bf58dd8d48988d1ee931735
Dundee,First Mortgage,Office,4bf58dd8d48988d124941735
Dundee,Arctic Bar,Pub,4bf58dd8d48988d11b941735
Dundee,Madigans Food Emporium,Café,4bf58dd8d48988d16d941735
Dundee,Ernest Jones,Jewelry Store,4bf58dd8d48988d111951735
Dundee,Ann Summers,Lingerie Store,4bf58dd8d48988d109951735
Dundee,The Perfume Shop,Perfume Shop,52f2ab2ebcbc57f1066b8b23
Dundee,Virgin Money,Bank,4bf58dd8d48988d10a951735
Dundee,Swarovski,Jewelry Store,4bf58dd8d48988d111951735
Dundee,St Margaret's Hospice Shop,Thrift / Vintage Store,4bf58dd8d48988d101951735
Dundee,Post Depot,Post Office,4bf58dd8d48988d172941735
Dundee,Clinique Counter,Cosmetics Shop,4bf58dd8d48988d10c951735
Dundee,Dare ProtoPlay,Arcade,4bf58dd8d48988d1e1931735
Dundee,I&N Tanning,Tanning Salon,4d1cf8421a97d635ce361c31
Dundee,size?,Shoe Store,4bf58dd8d48988d107951735
Dundee,The Money Shop,Bank,4bf58dd8d48988d10a951735
Dundee,Dexter's Lounge Bar,Music Venue,4bf58dd8d48988d1e5931735
Dundee,BBC Radio Scotland,Radio Station,5032856091d4c4b30a586d63
Dundee,h1 bus stop,Bus Stop,52f2ab2ebcbc57f1066b8b4f
Dundee,American Candy Co.,Candy Store,4bf58dd8d48988d117951735
Dundee,Dundee. Youth Hostle,Hostel,4bf58dd8d48988d1ee931735
Dundee,Hidden Hearing,Medical Supply Store,58daa1558bbb0b01f18ec206
Dundee,The Schoolwear Shop,Kids Store,4bf58dd8d48988d105951735
Dundee,The Garage Street Shoes,Shoe Store,4bf58dd8d48988d107951735
Dundee,I&N Photo,Photography Lab,4eb1bdde3b7b55596b4a7490
Dundee,British Red Cross,Thrift / Vintage Store,4bf58dd8d48988d101951735
Dundee,Maisie & Mac,Gift Shop,4bf58dd8d48988d128951735
Dundee,Antalia Mediterranean Cusine,Mediterranean Restaurant,4bf58dd8d48988d1c0941735
Dundee,Blackadder Solicitors,Building,4bf58dd8d48988d130941735
Dundee,Warren James,Jewelry Store,4bf58dd8d48988d111951735
Dundee,Goodfellow & Stevens,Café,4bf58dd8d48988d16d941735
Dundee,hair,Salon / Barbershop,4bf58dd8d48988d110951735
Dundee,Clark's,Bakery,4bf58dd8d48988d16a941735
Dundee,Crichton Street bus Stop,Bus Stop,52f2ab2ebcbc57f1066b8b4f
Dundee,Twin City Cafe,Café,4bf58dd8d48988d16d941735
Dundee,Antalia,Mediterranean Restaurant,4bf58dd8d48988d1c0941735
Dundee,Bayne's Bakers,Bakery,4bf58dd8d48988d16a941735
Dundee,Forum Center,Shopping Mall,4bf58dd8d48988d1fd941735
Dzerzhinsk,McDonald's,Fast Food Restaurant,4bf58dd8d48988d16e941735
Dzerzhinsk,Площадь Дзержинского,Plaza,4bf58dd8d48988d164941735
Dzerzhinsk,ЗАГС,Event Space,4bf58dd8d48988d171941735
Dzerzhinsk,Почта России,Post Office,4bf58dd8d48988d172941735
Dzerzhinsk,Столица Алтимата,Club House,52e81612bcbc57f1066b7a35
Dzerzhinsk,Сушечная,Sushi Restaurant,4bf58dd8d48988d1d2941735
Dzerzhinsk,Отдел Полиции 2,Police Station,4bf58dd8d48988d12e941735
Dzerzhinsk,Спортмастер,Sporting Goods Shop,4bf58dd8d48988d1f2941735
Dzerzhinsk,читай-город@дзержинец,Bookstore,4bf58dd8d48988d114951735
Dzerzhinsk,ТК «Дзержинец»,Shopping Mall,4bf58dd8d48988d1fd941735
Dzerzhinsk,Детский мир,Toy / Game Store,4bf58dd8d48988d1f3941735
Dzerzhinsk,Банкоматы на площади Дзержинского,ATM,52f2ab2ebcbc57f1066b8b56
Dzerzhinsk,Администрация Дзержинска,Capitol Building,4bf58dd8d48988d12a941735
Dzerzhinsk,Дарни,Nightclub,4bf58dd8d48988d11f941735
Dzerzhinsk,Park Hotel,Hotel,4bf58dd8d48988d1fa931735
Dzerzhinsk,ФМС Дзержинска,Police Station,4bf58dd8d48988d12e941735
Dzerzhinsk,Spar,Miscellaneous Shop,4bf58dd8d48988d1ff941735
Dzerzhinsk,Трюфель,Café,4bf58dd8d48988d16d941735
Dzerzhinsk,"Салон Красоты ""Франт""",Salon / Barbershop,4bf58dd8d48988d110951735
Dzerzhinsk,Лавочки,Other Great Outdoors,4bf58dd8d48988d162941735
Dzerzhinsk,Главпочтамт,Paper / Office Supplies Store,4bf58dd8d48988d121951735
Dzerzhinsk,бристоль,Food & Drink Shop,4bf58dd8d48988d1f9941735
Dzerzhinsk,Эльдорадо,Electronics Store,4bf58dd8d48988d122951735
Dzerzhinsk,"Бассейн Химик СДЮСШОР ""ЗАРЯ""",Building,4bf58dd8d48988d130941735
Dzerzhinsk,детская площадка в Парке,Rest Area,4d954b16a243a5684b65b473
Dzerzhinsk,Кафе «Трюфель»,Café,4bf58dd8d48988d16d941735
Dzerzhinsk,Capital Of Russia Ultimate (Столица Алтимата),Club House,52e81612bcbc57f1066b7a35
Dzerzhinsk,Жилищная Контора,Residential Building (Apartment / Condo),4d954b06a243a5684965b473
Dzerzhinsk,Megafon,Office,4bf58dd8d48988d124941735
Dzerzhinsk,Дружба,Hotel,4bf58dd8d48988d1fa931735
Dzerzhinsk,Буква,Bookstore,4bf58dd8d48988d114951735
Dzerzhinsk,ВТБ24,Bank,4bf58dd8d48988d10a951735
Dzerzhinsk,Связной,Mobile Phone Shop,4f04afc02fb6e1c99f3db0bc
Dzerzhinsk,Салон связи Мегафон,Mobile Phone Shop,4f04afc02fb6e1c99f3db0bc
Dzerzhinsk,Сбербанк,Bank,4bf58dd8d48988d10a951735
Dzerzhinsk,"Мир Пиццы@ТК ""Дзержинец""",Pizza Place,4bf58dd8d48988d1ca941735
Dzerzhinsk,Parking Bar,Bar,4bf58dd8d48988d116941735
Dzerzhinsk,Прогулочная Зона,Other Great Outdoors,4bf58dd8d48988d162941735
Dzerzhinsk,ДКХ,Arts & Entertainment,4d4b7104d754a06370d81259
Dzerzhinsk,Культура,Hookah Bar,4bf58dd8d48988d119941735
Dzerzhinsk,Кафе Парк,Coffee Shop,4bf58dd8d48988d1e0931735
Dzerzhinsk,Салон Красоты Шарм,Salon / Barbershop,4bf58dd8d48988d110951735
Dzerzhinsk,O'STIN,Clothing Store,4bf58dd8d48988d103951735
Dzerzhinsk,Лотос,Gym,4bf58dd8d48988d176941735
Dzerzhinsk,"Кафе ""Лучшие Друзья""",Café,4bf58dd8d48988d16d941735
Dzerzhinsk,У Коммунистов,Plaza,4bf58dd8d48988d164941735
Dzerzhinsk,"Сеть Итальянских Химчисток ""Беллучи""",Dry Cleaner,52f2ab2ebcbc57f1066b8b1d
Dzerzhinsk,Банк Уралсиб,Bank,4bf58dd8d48988d10a951735
Dzerzhinsk,Мегаролл,Japanese Restaurant,4bf58dd8d48988d111941735
Dzerzhinsk,Часики,Watch Shop,52f2ab2ebcbc57f1066b8b2e
Dzerzhinsk,Пельменная,Dumpling Restaurant,4bf58dd8d48988d108941735
Dzerzhinsk,Салон-магазин МТС,Electronics Store,4bf58dd8d48988d122951735
Dzerzhinsk,Торгово-Промышленная Палата Дзержинска,Non-Profit,50328a8e91d4c4b30a586d6c
Dzerzhinsk,Часовня в честь Архистратига Михаила,Historic Site,4deefb944765f83613cdba6e
Dzerzhinsk,Отдел управления федеральной миграционной службы по Нижегородской области в г.Дзержинск,City Hall,4bf58dd8d48988d129941735
Dzerzhinsk,Восточная Кофейня,Coffee Shop,4bf58dd8d48988d1e0931735
Dzerzhinsk,"Салон Красоты ""Beauty""",Salon / Barbershop,4bf58dd8d48988d110951735
Dzerzhinsk,"""Весна"" Салон цветов и подарков",Flower Shop,4bf58dd8d48988d11b951735
Dzerzhinsk,Деревня Ромашково,Zoo,4bf58dd8d48988d17b941735
Dzerzhinsk,обратно в ссср,Tea Room,4bf58dd8d48988d1dc931735
Dzerzhinsk,Гагарина 17/Чкалова 7,Residential Building (Apartment / Condo),4d954b06a243a5684965b473
Dzerzhinsk,"Салон Красоты ""Релакс""",Salon / Barbershop,4bf58dd8d48988d110951735
Dzerzhinsk,Остановка,Bus Line,4bf58dd8d48988d12b951735
Dzerzhinsk,Салон связи МТС ТЦ Дзержинец,Electronics Store,4bf58dd8d48988d122951735
Dzerzhinsk,adidas,Sporting Goods Shop,4bf58dd8d48988d1f2941735
Dzerzhinsk,Л'Этуаль@ТЦ Дзержинец,Cosmetics Shop,4bf58dd8d48988d10c951735
Dzerzhinsk,Иностранка,Thrift / Vintage Store,4bf58dd8d48988d101951735
Dzerzhinsk,шкаф,Funeral Home,4f4534884b9074f6e4fb0174
Dzerzhinsk,Бисмарк,Jewelry Store,4bf58dd8d48988d111951735
Dzerzhinsk,Ленина 71,Residential Building (Apartment / Condo),4d954b06a243a5684965b473
Dzerzhinsk,Аттракцион Автодром,Theme Park Ride / Attraction,5109983191d435c0d71c2bb1
Dzerzhinsk,Аттракцион Цепочка,Theme Park Ride / Attraction,5109983191d435c0d71c2bb1
Dzerzhinsk,Аттракцион Скат,Theme Park Ride / Attraction,5109983191d435c0d71c2bb1
Dzerzhinsk,PARKING БАР,Bar,4bf58dd8d48988d116941735
Dzerzhinsk,park,Hotel,4bf58dd8d48988d1fa931735
Dzerzhinsk,Дзержинского 4,Residential Building (Apartment / Condo),4d954b06a243a5684965b473
Dzerzhinsk,Бюрю Медико-Социальной Экспертизы (БМСЭ),Building,4bf58dd8d48988d130941735
Dzerzhinsk,"""Малинка""",Convenience Store,4d954b0ea243a5684a65b473
Dzerzhinsk,Автошкола Александра Невского,Driving School,52e81612bcbc57f1066b7a42
Dzerzhinsk,Nail Bar,Building,4bf58dd8d48988d130941735
Dzerzhinsk,Дэмка,Café,4bf58dd8d48988d16d941735
Dzerzhinsk,"Окская набережная, пирс",Pier,4e74f6cabd41c4836eac4c31
Dzerzhinsk,Офис Ростелеком,Office,4bf58dd8d48988d124941735
Dzerzhinsk,ВТБ 24,Office,4bf58dd8d48988d124941735
Dzerzhinsk,Городская Дума г. Дзержинска,Capitol Building,4bf58dd8d48988d12a941735
Dzerzhinsk,"Управление культуры, молодежи, физкультуры и спорта г.Дзержинск",City Hall,4bf58dd8d48988d129941735
Dzerzhinsk,парковка Дзержинца,Parking,4c38df4de52ce0d596b336e1
Dzerzhinsk,Termo Club,Bed & Breakfast,4bf58dd8d48988d1f8931735
Dzerzhinsk,салон стрекоза,Salon / Barbershop,4bf58dd8d48988d110951735
Dzerzhinsk,Дружба,Restaurant,4bf58dd8d48988d1c4941735
Dzerzhinsk,Lucky pub,Bar,4bf58dd8d48988d116941735
Dzerzhinsk,"Салон Красоты ""Стрекоза""",Salon / Barbershop,4bf58dd8d48988d110951735
Dzerzhinsk,Шоколад,Restaurant,4bf58dd8d48988d1c4941735
Dzerzhinsk,Bar 52,Bar,4bf58dd8d48988d116941735
Dzerzhinsk,Мадагаскар,Playground,4bf58dd8d48988d1e7941735
Dzerzhinsk,Second Hand ДКХ,Clothing Store,4bf58dd8d48988d103951735
Dzerzhinsk,Под Открытым Небом,Deli / Bodega,4bf58dd8d48988d146941735
Dzerzhinsk,оптика нижегородская,Optical Shop,4d954afda243a5684865b473
Dzerzhinsk,Кварц LG,Electronics Store,4bf58dd8d48988d122951735
Dzerzhinsk,Zolotoi Vek,Office,4bf58dd8d48988d124941735
Düsseldorf,Düsseldorf Carsch-Haus,Department Store,4bf58dd8d48988d1f6941735
Düsseldorf,Heinrich-Heine-Platz,Plaza,4bf58dd8d48988d164941735
Düsseldorf,Galeria Karstadt Kaufhof,Department Store,4bf58dd8d48988d1f6941735
Düsseldorf,Calzedonia,Lingerie Store,4bf58dd8d48988d109951735
Düsseldorf,Blome Uhren,Jewelry Store,4bf58dd8d48988d111951735
Düsseldorf,Commerzbank,Bank,4bf58dd8d48988d10a951735
Düsseldorf,Sparkasse Düsseldorf,Bank,4bf58dd8d48988d10a951735
Düsseldorf,Trans-Asia,Chinese Restaurant,4bf58dd8d48988d145941735
Düsseldorf,U Heinrich-Heine-Allee,Metro Station,4bf58dd8d48988d1fd931735
Düsseldorf,Carsch Haus Pavillion,Music Venue,4bf58dd8d48988d1e5931735
Düsseldorf,Scotch & Soda,Clothing Store,4bf58dd8d48988d103951735
Düsseldorf,Call-A-Bike Station Heinrich-Heine-Allee,Bike Rental / Bike Share,4e4c9077bd41f78e849722f9
Düsseldorf,Timberland,Shoe Store,4bf58dd8d48988d107951735
Düsseldorf,Markt am Carlsplatz,Farmers Market,4bf58dd8d48988d1fa941735
Düsseldorf,GameStop,Video Game Store,4bf58dd8d48988d10b951735
Düsseldorf,Petit Bateau,Baby Store,52f2ab2ebcbc57f1066b8b32
Düsseldorf,o2 Shop Düsseldorf,Mobile Phone Shop,4f04afc02fb6e1c99f3db0bc
Düsseldorf,Geldautomat Sparkasse HH (U),ATM,52f2ab2ebcbc57f1066b8b56
Düsseldorf,Schumann Optik,Optical Shop,4d954afda243a5684865b473
Düsseldorf,intimissimi,Lingerie Store,4bf58dd8d48988d109951735
Düsseldorf,Bäckerei Thesing,Bakery,4bf58dd8d48988d16a941735
Düsseldorf,Bazzar Caffè,Café,4bf58dd8d48988d16d941735
Düsseldorf,H Heinrich-Heine-Allee,Tram Station,52f2ab2ebcbc57f1066b8b51
Düsseldorf,The LEGO® Store Düsseldorf,Toy / Game Store,4bf58dd8d48988d1f3941735
Düsseldorf,Sugarbird Cupcakes,Cupcake Shop,4bf58dd8d48988d1bc941735
Düsseldorf,Burger King,Fast Food Restaurant,4bf58dd8d48988d16e941735
Düsseldorf,REWE To Go,Liquor Store,4bf58dd8d48988d186941735
Düsseldorf,Monki,Clothing Store,4bf58dd8d48988d103951735
Düsseldorf,Görtz Schuhe,Shoe Store,4bf58dd8d48988d107951735
Düsseldorf,Eis-Café Pia,Ice Cream Shop,4bf58dd8d48988d1c9941735
Düsseldorf,Office London,Shoe Store,4bf58dd8d48988d107951735
Düsseldorf,Henri's Café,Coffee Shop,4bf58dd8d48988d1e0931735
Düsseldorf,BackWerk,Bakery,4bf58dd8d48988d16a941735
Düsseldorf,MaKE.,Salad Place,4bf58dd8d48988d1bd941735
Düsseldorf,Maruyasu,Sushi Restaurant,4bf58dd8d48988d1d2941735
Düsseldorf,Kiosk & More,Convenience Store,4d954b0ea243a5684a65b473
Düsseldorf,Presidential Suite Im Breiden Bacher Hof,Hotel,4bf58dd8d48988d1fa931735
Düsseldorf,Altstadtlounge,Cosmetics Shop,4bf58dd8d48988d10c951735
Düsseldorf,FFT Juta,Indie Theater,4bf58dd8d48988d135941735
Düsseldorf,Die Brücke am Heinrich-Heine-Platz (VHS),College Classroom,4bf58dd8d48988d1a0941735
Düsseldorf,ginatricot,Women's Store,4bf58dd8d48988d108951735
Düsseldorf,Abode Hotel,Hotel,4bf58dd8d48988d1fa931735
Düsseldorf,Fritten Piet,Fast Food Restaurant,4bf58dd8d48988d16e941735
Düsseldorf,International English Library,Library,4bf58dd8d48988d12f941735
Düsseldorf,Süppchen,Soup Place,4bf58dd8d48988d1dd931735
Düsseldorf,Cays Waffle Tea Bar,Tea Room,4bf58dd8d48988d1dc931735
Düsseldorf,Jimmy Fairly,Optical Shop,4d954afda243a5684865b473
Düsseldorf,Bäcker Wolff,Bakery,4bf58dd8d48988d16a941735
Düsseldorf,Anadolu Moschee Camii,Mosque,4bf58dd8d48988d138941735
Düsseldorf,NYX Professional Makeup,Cosmetics Shop,4bf58dd8d48988d10c951735
Düsseldorf,Düsseldorfer Uhrenservice,Miscellaneous Shop,4bf58dd8d48988d1ff941735
Düsseldorf,mobilcom-debitel,Miscellaneous Shop,4bf58dd8d48988d1ff941735
Düsseldorf,Kiosk,Food & Drink Shop,4bf58dd8d48988d1f9941735
Düsseldorf,Kiehl's Altstadt,Cosmetics Shop,4bf58dd8d48988d10c951735
Düsseldorf,E-Motion Business Lounge,Lounge,4bf58dd8d48988d121941735
Düsseldorf,Cocktailbar 112,Lounge,4bf58dd8d48988d121941735
Düsseldorf,Tamaris,Shoe Store,4bf58dd8d48988d107951735
Düsseldorf,fresh&go Düsseldorf,Frozen Yogurt Shop,512e7cae91d4cbb4e5efe0af
Düsseldorf,I Love BIONDINI,Shoe Store,4bf58dd8d48988d107951735
Düsseldorf,Hans & Gretel,Ice Cream Shop,4bf58dd8d48988d1c9941735
Düsseldorf,Partea,Bubble Tea Shop,52e81612bcbc57f1066b7a0c
Düsseldorf,Sucos do Brasil,Brazilian Restaurant,4bf58dd8d48988d16b941735
Düsseldorf,Neanderkirche,Church,4bf58dd8d48988d132941735
Düsseldorf,Capella Bar & Cigar Lounge @capellabbh,Bar,4bf58dd8d48988d116941735
Düsseldorf,Terbuyken,Bakery,4bf58dd8d48988d16a941735
Düsseldorf,Uerige Treff,Pub,4bf58dd8d48988d11b941735
Düsseldorf,Succs Brazilian Bar,Cocktail Bar,4bf58dd8d48988d11e941735
Düsseldorf,Schickimicki,Nightclub,4bf58dd8d48988d11f941735
Düsseldorf,DiaMonD Aesthetics,Doctor's Office,4bf58dd8d48988d177941735
Düsseldorf,Foot Locker,Shoe Store,4bf58dd8d48988d107951735
Düsseldorf,Base Shop,Office,4bf58dd8d48988d124941735
Düsseldorf,Carsh-Haus-Pavillon,Plaza,4bf58dd8d48988d164941735
Düsseldorf,PHD Germany,Advertising Agency,52e81612bcbc57f1066b7a3d
Düsseldorf,Quang Minh Nails,Nail Salon,4f04aa0c2fb6e1c99f3db0b8
Düsseldorf,Zahnarzt in Düsseldorf - Dr. Pantas,Dentist's Office,4bf58dd8d48988d178941735
Düsseldorf,Sidestep,Shoe Store,4bf58dd8d48988d107951735
Düsseldorf,Görtz,Shoe Store,4bf58dd8d48988d107951735
Düsseldorf,Nortal,Office,4bf58dd8d48988d124941735
Düsseldorf,Replay Shop,Clothing Store,4bf58dd8d48988d103951735
Düsseldorf,Diesel,Clothing Store,4bf58dd8d48988d103951735
Düsseldorf,Kleine Luise,Hotel,4bf58dd8d48988d1fa931735
Düsseldorf,street one,Women's Store,4bf58dd8d48988d108951735
Düsseldorf,Fausel & Biskamp,Furniture / Home Store,4bf58dd8d48988d1f8941735
Düsseldorf,Marc O'Polo,Clothing Store,4bf58dd8d48988d103951735
Düsseldorf,Coiffeur Finne,Salon / Barbershop,4bf58dd8d48988d110951735
Düsseldorf,Cida’s Ponto,Spa,4bf58dd8d48988d1ed941735
Düsseldorf,Tango Schuh,Shoe Store,4bf58dd8d48988d107951735
Düsseldorf,Westdeutsche Zeitung,Miscellaneous Shop,4bf58dd8d48988d1ff941735
Düsseldorf,Unisex Friseur,Salon / Barbershop,4bf58dd8d48988d110951735
Düsseldorf,TeeGschwendner,Tea Room,4bf58dd8d48988d1dc931735
Düsseldorf,Accessorize,Accessories Store,4bf58dd8d48988d102951735
Düsseldorf,Galerie Zimmermann & Heitmann,Art Gallery,4bf58dd8d48988d1e2931735
Düsseldorf,fitness breidenbacher hof,Gym / Fitness Center,4bf58dd8d48988d175941735
Düsseldorf,The Phone House,Electronics Store,4bf58dd8d48988d122951735
Düsseldorf,Lebkuchen Schmidt,Candy Store,4bf58dd8d48988d117951735
Düsseldorf,Privatklinik im Breidenbacher Hof,Medical Center,4bf58dd8d48988d104941735
Düsseldorf,Woolrich,Clothing Store,4bf58dd8d48988d103951735
