,Café_name,Café_city,Venue_name,Venue_cat,Venue_catID
67,Brot & Spiele,Graz,Feichtinger Gold und Schmuck,Jewelry Store,4bf58dd8d48988d111951735
68,Brot & Spiele,Graz,Herzlich Jugend am Werk Laden,Design Studio,4bf58dd8d48988d1f4941735
69,Brot & Spiele,Graz,Murton Festival,Music Venue,4bf58dd8d48988d1e5931735
70,Brot & Spiele,Graz,Stadtmarketing Graz,Non-Profit,50328a8e91d4c4b30a586d6c
71,Brot & Spiele,Graz,A15,Office,4bf58dd8d48988d124941735
72,Brot & Spiele,Graz,la piazza,Italian Restaurant,4bf58dd8d48988d110941735
73,Brot & Spiele,Graz,Murton Hauptbühne,Public Art,507c8c4091d498d9fc8c67a9
74,Brot & Spiele,Graz,Chez Daniela,Residential Building (Apartment / Condo),4d954b06a243a5684965b473
75,Brot & Spiele,Graz,Miles Jazzbar,Jazz Club,4bf58dd8d48988d1e7931735
76,Brot & Spiele,Graz,villa d'oro,Italian Restaurant,4bf58dd8d48988d110941735
77,Brot & Spiele,Graz,Dr. Werner Lukas,Veterinarian,4d954af4a243a5684765b473
78,Brot & Spiele,Graz,Boogee Basement HQ,Office,4bf58dd8d48988d124941735
79,Brot & Spiele,Graz,Bar Omega,Hotel Bar,4bf58dd8d48988d1d5941735
80,Brot & Spiele,Graz,Mariahilferstrasse 11 graz,Residential Building (Apartment / Condo),4d954b06a243a5684965b473
81,Brot & Spiele,Graz,thepub,Beer Garden,4bf58dd8d48988d117941735
82,Brot & Spiele,Graz,Pane,Bakery,4bf58dd8d48988d16a941735
83,Brot & Spiele,Graz,Djs,Cocktail Bar,4bf58dd8d48988d11e941735
84,Brot & Spiele,Graz,McDonald's,Burger Joint,4bf58dd8d48988d16c941735
85,Brot und Spiele,Vienna,H Laudongasse,Tram Station,52f2ab2ebcbc57f1066b8b51
86,Brot und Spiele,Vienna,Schönbornpark,Park,4bf58dd8d48988d163941735
87,Brot und Spiele,Vienna,Hotel-Pension ARPI,Hotel,4bf58dd8d48988d1fa931735
88,Brot und Spiele,Vienna,Hildebrandt Café,Café,4bf58dd8d48988d16d941735
89,Brot und Spiele,Vienna,Mahal,Indian Restaurant,4bf58dd8d48988d10f941735
90,Brot und Spiele,Vienna,MKV Kanzlei,Arcade,4bf58dd8d48988d1e1931735
91,Brot und Spiele,Vienna,Via Toledo,Pizza Place,4bf58dd8d48988d1ca941735
92,Brot und Spiele,Vienna,Creme de la creme,Café,4bf58dd8d48988d16d941735
93,Brot und Spiele,Vienna,Blumen Doll,Flower Shop,4bf58dd8d48988d11b951735
94,Brot und Spiele,Vienna,Österreichisches Museum für Volkskunde,History Museum,4bf58dd8d48988d190941735
95,Brot und Spiele,Vienna,Home of young Adolf Hitler in Vienna,Historic Site,4deefb944765f83613cdba6e
96,Brot und Spiele,Vienna,Kleines Wiener Cafe,Café,4bf58dd8d48988d16d941735
97,Brot und Spiele,Vienna,The Birdyard,Restaurant,4bf58dd8d48988d1c4941735
98,Brot und Spiele,Vienna,Sportordination Physio,Medical Center,4bf58dd8d48988d104941735
99,Brot und Spiele,Vienna,Dr. Irene Seemann,Dentist's Office,4bf58dd8d48988d178941735
100,Brot und Spiele,Vienna,Zahn-Medizin-Zentrum,Dentist's Office,4bf58dd8d48988d178941735
101,Brot und Spiele,Vienna,H Laudongasse/Kochgasse,Bus Stop,52f2ab2ebcbc57f1066b8b4f
102,Brot und Spiele,Vienna,Taj-Indian Restaurant & Bar,Indian Restaurant,4bf58dd8d48988d10f941735
103,Brot und Spiele,Vienna,Tientien,Massage Studio,52f2ab2ebcbc57f1066b8b3c
104,Brot und Spiele,Vienna,Röntgenordination Dock & Mendel,Medical Lab,4f4531b14b9074f6e4fb0103
105,Brot und Spiele,Vienna,Task Till Done HQ 2,Tech Startup,4bf58dd8d48988d125941735
106,Brot und Spiele,Vienna,Anna's Schnitzl Stube,Austrian Restaurant,52e81612bcbc57f1066b7a01
107,Brot und Spiele,Vienna,cafe zeit,Dive Bar,4bf58dd8d48988d118941735
108,Brot und Spiele,Vienna,Muscheln & Mehr,Mediterranean Restaurant,4bf58dd8d48988d1c0941735
109,Brot und Spiele,Vienna,Pension Baronesse,Hotel,4bf58dd8d48988d1fa931735
110,Brot und Spiele,Vienna,L'osteria del Salento,Trattoria/Osteria,55a5a1ebe4b013909087cb7f
111,Brot und Spiele,Vienna,Kaisaki Running Sushi,Sushi Restaurant,4bf58dd8d48988d1d2941735
112,Brot und Spiele,Vienna,Dr. Martin Jurek,Doctor's Office,4bf58dd8d48988d177941735
113,Brot und Spiele,Vienna,Rühmann,Bar,4bf58dd8d48988d116941735
114,Brot und Spiele,Vienna,Pizzeria Mille Notte,Italian Restaurant,4bf58dd8d48988d110941735
115,Brot und Spiele,Vienna,Die Kantin,Gastropub,4bf58dd8d48988d155941735
116,Brot und Spiele,Vienna,Drei,Mobile Phone Shop,4f04afc02fb6e1c99f3db0bc
117,Brot und Spiele,Vienna,Kai Saki,Asian Restaurant,4bf58dd8d48988d142941735
118,Brot und Spiele,Vienna,Bolena,Bar,4bf58dd8d48988d116941735
119,Brot und Spiele,Vienna,Volxkino,Indie Movie Theater,4bf58dd8d48988d17e941735
120,Brot und Spiele,Vienna,zum sussen eck,Candy Store,4bf58dd8d48988d117951735
121,Brot und Spiele,Vienna,Antiquariat Höcher,Bookstore,4bf58dd8d48988d114951735
122,Brot und Spiele,Vienna,Kosmetikmacherei,Cosmetics Shop,4bf58dd8d48988d10c951735
123,Brot und Spiele,Vienna,Schilddrüsenspraxis,Medical Center,4bf58dd8d48988d104941735
124,Brot und Spiele,Vienna,Schwerelos,Spa,4bf58dd8d48988d1ed941735
125,Brot und Spiele,Vienna,Ordination Dr. Chizzali-Bonfadin,Doctor's Office,4bf58dd8d48988d177941735
126,Brot und Spiele,Vienna,Schöfmann,Restaurant,4bf58dd8d48988d1c4941735
127,Brot und Spiele,Vienna,BAWAG,Bank,4bf58dd8d48988d10a951735
128,Brot und Spiele,Vienna,Stefan-Zweig-Haus,Historic Site,4deefb944765f83613cdba6e
129,Brot und Spiele,Vienna,Hundezone Schönbornpark,Dog Run,4bf58dd8d48988d1e5941735
130,Brot und Spiele,Vienna,Urban Stay (Hotel Columbia),Hotel,4bf58dd8d48988d1fa931735
131,Brot und Spiele,Vienna,Yami Noodles,Japanese Restaurant,4bf58dd8d48988d111941735
132,Brot und Spiele,Vienna,Elfenbein Pole Dance,College Gym,4bf58dd8d48988d1b2941735
133,Brot und Spiele,Vienna,marani georgische spezialitäten,Caucasian Restaurant,5293a7d53cf9994f4e043a45
134,Brot und Spiele,Vienna,Mag. Ralph Kilches,Office,4bf58dd8d48988d124941735
135,Brot und Spiele,Vienna,Ancha's Platz,Residential Building (Apartment / Condo),4d954b06a243a5684965b473
136,Brot und Spiele,Vienna,U.S.W. Beisl,Bar,4bf58dd8d48988d116941735
137,Brot und Spiele,Vienna,Hackabu,Office,4bf58dd8d48988d124941735
138,Brot und Spiele,Vienna,Dr. Andreas Schindler,Doctor's Office,4bf58dd8d48988d177941735
139,Brot und Spiele,Vienna,true nails,Nail Salon,4f04aa0c2fb6e1c99f3db0b8
140,Brot und Spiele,Vienna,Putzerei Harter,Laundry Service,4bf58dd8d48988d1fc941735
141,Brot und Spiele,Vienna,ÖAAB Wien,Convention Center,4bf58dd8d48988d1ff931735
142,Brot und Spiele,Vienna,rumpelstilzchen,Toy / Game Store,4bf58dd8d48988d1f3941735
143,Brot und Spiele,Vienna,Grape Hq,Tech Startup,4bf58dd8d48988d125941735
144,Brot und Spiele,Vienna,Fachärzte Kochgasse,Medical Center,4bf58dd8d48988d104941735
145,Brot und Spiele,Vienna,Dr. Beatrice Krüttner,Doctor's Office,4bf58dd8d48988d177941735
146,Brot und Spiele,Vienna,Orthopädische Ordination Dr. Grestenberger,Medical Center,4bf58dd8d48988d104941735
147,Brot und Spiele,Vienna,Dr. Klaudia Stockinger,Doctor's Office,4bf58dd8d48988d177941735
148,Brot und Spiele,Vienna,H Laudongasse/Lederergasse (13A),Bus Stop,52f2ab2ebcbc57f1066b8b4f
149,Brot und Spiele,Vienna,die kugeln,Public Art,507c8c4091d498d9fc8c67a9
150,Brot und Spiele,Vienna,bluem im museum,Vegetarian / Vegan Restaurant,4bf58dd8d48988d1d3941735
151,Brot und Spiele,Vienna,Shabby Schnitt,Salon / Barbershop,4bf58dd8d48988d110951735
152,Brot und Spiele,Vienna,open the door,General Entertainment,4bf58dd8d48988d1f1931735
153,Brot und Spiele,Vienna,Mongolisches Cafė-Restaurant 19.12,Mongolian Restaurant,4eb1d5724b900d56c88a45fe
154,Brot und Spiele,Vienna,Postfiliale 1082 & BAWAG P.S.K.,Post Office,4bf58dd8d48988d172941735
155,Brot und Spiele,Vienna,Schlosserei Holl,Miscellaneous Shop,4bf58dd8d48988d1ff941735
156,Brot und Spiele,Vienna,Zaharzt Dr. Kunz,Dentist's Office,4bf58dd8d48988d178941735
157,Brot und Spiele,Vienna,Schilddrüsenzentrum,Doctor's Office,4bf58dd8d48988d177941735
158,Brot und Spiele,Vienna,Piaristengymnasium Wien 8.,College Classroom,4bf58dd8d48988d1a0941735
159,Brot und Spiele,Vienna,andy's best burger,Dumpling Restaurant,4bf58dd8d48988d108941735
160,Brot und Spiele,Vienna,Handyramschparadies,Electronics Store,4bf58dd8d48988d122951735
161,Brot und Spiele,Vienna,Peter Solar,Dentist's Office,4bf58dd8d48988d178941735
162,Brot und Spiele,Vienna,Printshop Alserstraße,Paper / Office Supplies Store,4bf58dd8d48988d121951735
163,Brot und Spiele,Vienna,Hemmingway's Pub,Pub,4bf58dd8d48988d11b941735
164,Brot und Spiele,Vienna,Shiatsu Praxis Martina Postl,Yoga Studio,4bf58dd8d48988d102941735
165,Brot und Spiele,Vienna,AKH 4L - Biomedizinische Technik,University,4bf58dd8d48988d1ae941735
166,Brot und Spiele,Vienna,dr. Zauneith-Canigiani / röntgen,Medical Center,4bf58dd8d48988d104941735
167,Brot und Spiele,Vienna,Kochgasse 8,Historic Site,4deefb944765f83613cdba6e
168,Brot und Spiele,Vienna,zimmeracht,Furniture / Home Store,4bf58dd8d48988d1f8941735
169,Brot und Spiele,Vienna,Psychologische Studentenberatung,Office,4bf58dd8d48988d124941735
170,Brot und Spiele,Vienna,WRAPSTARS Truck im WUK <3,Burrito Place,4bf58dd8d48988d153941735
171,Brot und Spiele,Vienna,WStV,Fraternity House,4bf58dd8d48988d1b0941735
172,Brot und Spiele,Vienna,Golfzone,Sporting Goods Shop,4bf58dd8d48988d1f2941735
173,Brot und Spiele,Vienna,Trafik Laudongasse,Smoke Shop,4bf58dd8d48988d123951735
174,Brot und Spiele,Vienna,ink music,Office,4bf58dd8d48988d124941735
175,Brot und Spiele,Vienna,Buchhaltungskanzlei Aysun Liess,Office,4bf58dd8d48988d124941735
176,Brot und Spiele,Vienna,Labor Dr. Bayer,Medical Lab,4f4531b14b9074f6e4fb0103
177,Brot und Spiele,Vienna,Golf Zone,Sporting Goods Shop,4bf58dd8d48988d1f2941735
178,Brot und Spiele,Vienna,cafeteria reumiller,Comedy Club,4bf58dd8d48988d18e941735
179,Café Benno,Vienna,1080 City Apartments,Bed & Breakfast,4bf58dd8d48988d1f8931735
180,Café Benno,Vienna,Haardware Friseurbedarf,Cosmetics Shop,4bf58dd8d48988d10c951735
181,Café Benno,Vienna,Osteria Dal Toscano,Trattoria/Osteria,55a5a1ebe4b013909087cb7f
182,Café Benno,Vienna,McDonald's,Fast Food Restaurant,4bf58dd8d48988d16e941735
183,Café Benno,Vienna,Medizinisches Zentrum Alser Straße (mza),Medical Center,4bf58dd8d48988d104941735
184,Café Benno,Vienna,H Hernalser Gürtel,Tram Station,52f2ab2ebcbc57f1066b8b51
185,Café Benno,Vienna,Zentrum fuer Reisemedizin,Medical Center,4bf58dd8d48988d104941735
186,Café Benno,Vienna,Grill Lepenac,Eastern European Restaurant,4bf58dd8d48988d109941735
187,Café Benno,Vienna,Heidenkummer,Austrian Restaurant,52e81612bcbc57f1066b7a01
188,Café Benno,Vienna,Pfarre Alservorstadt,Church,4bf58dd8d48988d132941735
189,Café Benno,Vienna,Nora Pure Sports,Sporting Goods Shop,4bf58dd8d48988d1f2941735
190,Café Benno,Vienna,Crime Runners,General Entertainment,4bf58dd8d48988d1f1931735
191,Café Benno,Vienna,Exit the Room,Arcade,4bf58dd8d48988d1e1931735
192,Café Benno,Vienna,St. Anna Kinderspital,Hospital,4bf58dd8d48988d196941735
193,Café Benno,Vienna,The Hamam,Tanning Salon,4d1cf8421a97d635ce361c31
194,Café Benno,Vienna,united backyard cutters,Castle,50aaa49e4b90af0d42d5de11
195,Café Benno,Vienna,Cafe Ex,Nightclub,4bf58dd8d48988d11f941735
196,Café Benno,Vienna,Cafe Auszeit,Café,4bf58dd8d48988d16d941735
197,Café Benno,Vienna,Flarent Vienna Apartments,Vacation Rental,56aa371be4b08b9a8d5734e1
198,Café Benno,Vienna,mediamid digital services GmbH,Office,4bf58dd8d48988d124941735
199,Café Benno,Vienna,Zoo Alsergrund,Pet Store,4bf58dd8d48988d100951735
200,Café Benno,Vienna,Bennogasse,Residential Building (Apartment / Condo),4d954b06a243a5684965b473
201,Café Benno,Vienna,Kamera - Service u. Fotohandel Helmut Redl,Other Repair Shop,52f2ab2ebcbc57f1066b8b2f
202,Café Benno,Vienna,B72,Music Venue,4bf58dd8d48988d1e5931735
203,Café Benno,Vienna,Albertplatz,Plaza,4bf58dd8d48988d164941735
204,Café Benno,Vienna,A1 Telekom Austria Hebragasse,Office,4bf58dd8d48988d124941735
205,Café Benno,Vienna,Steindl's Weinhaus,Gastropub,4bf58dd8d48988d155941735
206,Café Benno,Vienna,Med. Zentrum Alser Straße (mza),Medical Center,4bf58dd8d48988d104941735
207,Café Benno,Vienna,Institut für Spezifische Prophylaxe und Tropenmedizin,Medical School,4bf58dd8d48988d1b3941735
208,Café Benno,Vienna,Institut Für Virologie,General College & University,4bf58dd8d48988d1a8941735
209,Café Benno,Vienna,El Feo,Bar,4bf58dd8d48988d116941735
210,Café Benno,Vienna,Kindermed,Doctor's Office,4bf58dd8d48988d177941735
211,Café Benno,Vienna,Pub Speakeasy,Pub,4bf58dd8d48988d11b941735
212,Café Benno,Vienna,Moody,Lounge,4bf58dd8d48988d121941735
213,Café Benno,Vienna,Recheninstitut,College Auditorium,4bf58dd8d48988d1af941735
214,Café Benno,Vienna,Podologische Fußpflege Silvia Habacht-Lindauer,Health & Beauty Service,54541900498ea6ccd0202697
215,Café Benno,Vienna,Breitenfeldergasse 6-8,General Entertainment,4bf58dd8d48988d1f1931735
216,Café Benno,Vienna,oliver stark - zentrum der kraft,Nightclub,4bf58dd8d48988d11f941735
217,Café Benno,Vienna,Piano Bar,Hookah Bar,4bf58dd8d48988d119941735
218,Café Benno,Vienna,Hot Dog Standl,BBQ Joint,4bf58dd8d48988d1df931735
219,Café Benno,Vienna,"Zentrum f. Public Health, Allgemein- u. Familienmedizin",Medical School,4bf58dd8d48988d1b3941735
220,Café Benno,Vienna,Botschaft der Republic Nordmacedonien,Embassy / Consulate,4bf58dd8d48988d12c951735
221,Café Benno,Vienna,Breitenfelder Gasse 10,Building,4bf58dd8d48988d130941735
222,Café Benno,Vienna,Isis Brunnen,Fountain,56aa371be4b08b9a8d573547
223,Café Benno,Vienna,Multiple Sklerose Gesellschaft Wien,Building,4bf58dd8d48988d130941735
224,Café Benno,Vienna,club medusa,Nightclub,4bf58dd8d48988d11f941735
225,Café Benno,Vienna,Kebap Dürüm Hotdog,Food Stand,56aa371be4b08b9a8d57350b
226,Café Benno,Vienna,club duplex,Nightclub,4bf58dd8d48988d11f941735
227,Café Benno,Vienna,Cafe - Restaurant Ka&Ko,Restaurant,4bf58dd8d48988d1c4941735
228,Café Benno,Vienna,U6,Metro Station,4bf58dd8d48988d1fd931735
229,Café Benno,Vienna,Donauwalzer,Hotel,4bf58dd8d48988d1fa931735
230,Café Benno,Vienna,ESN Uni Wien Office,Office,4bf58dd8d48988d124941735
231,Café Benno,Vienna,Sonovista Studio,Office,4bf58dd8d48988d124941735
232,Café Benno,Vienna,SHARE architects,Building,4bf58dd8d48988d130941735
233,Café Benno,Vienna,Holzschnitzerei Staffler,Miscellaneous Shop,4bf58dd8d48988d1ff941735
234,Café Benno,Vienna,Tattoo & Art Vienna,Tattoo Parlor,4bf58dd8d48988d1de931735
235,Café Benno,Vienna,ZI8 Coworking & Event Space,Coworking Space,4bf58dd8d48988d174941735
236,Café Benno,Vienna,Seniorentreff Alser Straße,Event Space,4bf58dd8d48988d171941735
237,Café Benno,Vienna,Polizeianhaltezentrum,Prison,5310b8e5bcbc57f1066bcbf1
238,Café Benno,Vienna,Kindergarten Heidi,Nursery School,4f4533814b9074f6e4fb0107
239,Café Benno,Vienna,Haus Claret,Church,4bf58dd8d48988d132941735
240,Café Benno,Vienna,Hygieneinstitut,Medical School,4bf58dd8d48988d1b3941735
241,Café Benno,Vienna,Apertus der Löwenbrunnen,Well,4fbc1be21983fc883593e321
242,Café Benno,Vienna,Styleline By MM,Health & Beauty Service,54541900498ea6ccd0202697
243,Café Benno,Vienna,Diamond Beauty & More,Health & Beauty Service,54541900498ea6ccd0202697
244,Café Benno,Vienna,Dr. Karin Pölzl,Veterinarian,4d954af4a243a5684765b473
245,Café Benno,Vienna,Premiummedia,Office,4bf58dd8d48988d124941735
246,Café Benno,Vienna,Kräuterdrogerie,Pharmacy,4bf58dd8d48988d10f951735
247,Café Benno,Vienna,medizinzentrum alser straße,Medical Center,4bf58dd8d48988d104941735
248,Café Benno,Vienna,moons hood,Shrine,4eb1d80a4b900d56c88a45ff
249,Café Benno,Vienna,Würstelstand Hernalser Gürtel,Hot Dog Joint,4bf58dd8d48988d16f941735
250,Café Benno,Vienna,Werbe Akademie,General College & University,4bf58dd8d48988d1a8941735
251,Café Benno,Vienna,Velio Software,Tech Startup,4bf58dd8d48988d125941735
252,Café Benno,Vienna,Bernis palace of drunkness,Palace,52e81612bcbc57f1066b7a14
253,Café Benno,Vienna,artbauer Kfz,Automotive Shop,4bf58dd8d48988d124951735
254,Café Benno,Vienna,Department of Virologie,Medical School,4bf58dd8d48988d1b3941735
255,Café Benno,Vienna,Feinkost•Obst•Gemüse•Imbiss•Zeitschriften,Grocery Store,4bf58dd8d48988d118951735
256,Café Benno,Vienna,Top Swap,Flea Market,4bf58dd8d48988d1f7941735
257,Café Benno,Vienna,Toms Hütte,General Entertainment,4bf58dd8d48988d1f1931735
258,Café Benno,Vienna,Raffeiner,General Entertainment,4bf58dd8d48988d1f1931735
259,Café Benno,Vienna,Lucky Noodles,Asian Restaurant,4bf58dd8d48988d142941735
260,Café Benno,Vienna,https://zi8.at/,Event Space,4bf58dd8d48988d171941735
261,Café Benno,Vienna,Easy Sun,General Entertainment,4bf58dd8d48988d1f1931735
262,Café Benno,Vienna,Easy Sun,Tanning Salon,4d1cf8421a97d635ce361c31
263,Café Benno,Vienna,House Of GodVIII,Temple,4bf58dd8d48988d13a941735
264,Café Benno,Vienna,Atelier Rahmen-Bilder-Spiegel,Art Gallery,4bf58dd8d48988d1e2931735
265,Café Benno,Vienna,R& A 's,Art Gallery,4bf58dd8d48988d1e2931735
266,Café Benno,Vienna,/digiconcept/,Office,4bf58dd8d48988d124941735
267,Café Benno,Vienna,IFES,Office,4bf58dd8d48988d124941735
268,Café Benno,Vienna,HRVATSKI POVIJESNI INSTITUT U BECU,Office,4bf58dd8d48988d124941735
269,Café Benno,Vienna,Galerie,Arcade,4bf58dd8d48988d1e1931735
270,Café Benno,Vienna,Mc'i,Fast Food Restaurant,4bf58dd8d48988d16e941735
271,Café Benno,Vienna,ronald mcdonald kinderhilfe,Office,4bf58dd8d48988d124941735
272,Café Benno,Vienna,Urban Summernight's Garden,Garden,4bf58dd8d48988d15a941735
273,Café Benno,Vienna,pole arts,Gym / Fitness Center,4bf58dd8d48988d175941735
274,Café Benno,Vienna,Fußpflege Christa,Medical Center,4bf58dd8d48988d104941735
275,Café Sperlhof,Vienna,Pfadfindergruppe Wien 51,General College & University,4bf58dd8d48988d1a8941735
276,Café Sperlhof,Vienna,Augartenspitz,Park,4bf58dd8d48988d163941735
277,Café Sperlhof,Vienna,Monte Ofelio,Deli / Bodega,4bf58dd8d48988d146941735
278,Café Sperlhof,Vienna,X-MAS Motorcycle Electrics,Shop & Service,4d4b7105d754a06378d81259
279,Café Sperlhof,Vienna,HOFER,Supermarket,52f2ab2ebcbc57f1066b8b46
280,Café Sperlhof,Vienna,omas Backstube,Bakery,4bf58dd8d48988d16a941735
281,Café Sperlhof,Vienna,Pizzeria Mari,Pizza Place,4bf58dd8d48988d1ca941735
282,Café Sperlhof,Vienna,Taqueria Los Mexikas,Mexican Restaurant,4bf58dd8d48988d1c1941735
283,Café Sperlhof,Vienna,Filmarchiv Austria,Library,4bf58dd8d48988d12f941735
284,Café Sperlhof,Vienna,Urban Gardening Augartenspitz,Garden,4bf58dd8d48988d15a941735
285,Café Sperlhof,Vienna,5B Taborstraße,Bus Stop,52f2ab2ebcbc57f1066b8b4f
286,Café Sperlhof,Vienna,glanzrad.at,Bike Shop,4bf58dd8d48988d115951735
287,Café Sperlhof,Vienna,das taschenfahrrad,Bike Shop,4bf58dd8d48988d115951735
288,Café Sperlhof,Vienna,Kriminalmuseum,Museum,4bf58dd8d48988d181941735
289,Café Sperlhof,Vienna,Zahnarzt Dr. Zadina,Dentist's Office,4bf58dd8d48988d178941735
