,City_name,Venue_name,Venue_cat,Venue_catID
217,Afyon,Susamsimitevi,Bagel Shop,4bf58dd8d48988d179941735
218,Afyon,Sinek,Transportation Service,54541b70498ea6ccd0204bff
219,Afyon,Cambazoglu,Warehouse,52e81612bcbc57f1066b7a36
220,Afyon,Kral Tuğla-Makina Dairesi,Factory,4eb1bea83b7b6f98df247e06
221,Afyon,Atıksu Arıtım Tesisi,Factory,4eb1bea83b7b6f98df247e06
222,Afyon,Kral Tuğla-Fırın Bölgesi,Factory,4eb1bea83b7b6f98df247e06
223,Afyon,Fabrika,Business Center,56aa371be4b08b9a8d573517
224,Afyon,May İnşaat - Di̇y-Mar İnşaat Afyon Cezaevi̇ İnşaati,Prison,5310b8e5bcbc57f1066bcbf1
225,Afyon,Afyonkarahisar Kampüs Ceza İnfaz Kurumları,Prison,5310b8e5bcbc57f1066bcbf1
226,Afyon,Afyonkarahisar T Tipi Kapalı Ceza İnfaz Kurumları,Prison,5310b8e5bcbc57f1066bcbf1
227,Afyon,orhan dayının çayırlıktan geceye yolculuk,Farm,4bf58dd8d48988d15b941735
228,Afyon,Nuribey İlkokulu,Elementary School,4f4533804b9074f6e4fb0105
229,Afyon,erpet inşaat nuribey okul inşaatı,Middle School,4f4533814b9074f6e4fb0106
230,Afyon,Çimsa Afyon Çimento Döner Fırın,Factory,4eb1bea83b7b6f98df247e06
231,Afyon,Afyonkarahisar Belediyesi Park Bahçe Müdürlüğü,Factory,4eb1bea83b7b6f98df247e06
232,Afyon,örnek-2 Tuğla,Factory,4eb1bea83b7b6f98df247e06
233,Afyon,Özutku Petrol (Işıklar),Gas Station,4bf58dd8d48988d113951735
234,Afyon,Afyonkarahisar 1 Nolu T Tipi Kapalı Ceza İnfaz Kurumu,Prison,5310b8e5bcbc57f1066bcbf1
235,Afyon,halimoru ioo,Building,4bf58dd8d48988d130941735
236,Afyon,Ulaş Tavukçuluk A.Ş,Animal Shelter,4e52d2d203646f7c19daa8ae
237,Aksaray,Hasanoğlu Hayvancılık Aş,Factory,4eb1bea83b7b6f98df247e06
238,Aksaray,topakkaya hüyük bölgesi,Field,4bf58dd8d48988d15f941735
239,Aksaray,Koçaş TİGEM,Farm,4bf58dd8d48988d15b941735
240,Aksaray,Ağaçlı Restaurant,Restaurant,4bf58dd8d48988d1c4941735
241,Aksaray,Kasapoğulları Tarım Ve Hayvancılık Besi Çiftliği,Business Center,56aa371be4b08b9a8d573517
