,Café_name,Café_city,Venue_name,Venue_cat,Venue_catID
66,Brot und Spiele,Vienna,Via Toledo,Pizza Place,4bf58dd8d48988d1ca941735
67,Brot und Spiele,Vienna,Österreichisches Museum für Volkskunde,History Museum,4bf58dd8d48988d190941735
68,Brot und Spiele,Vienna,Ordination Dr. Chizzali-Bonfadin,Doctor's Office,4bf58dd8d48988d177941735
69,Brot und Spiele,Vienna,Drei,Mobile Phone Shop,4f04afc02fb6e1c99f3db0bc
70,Brot und Spiele,Vienna,zum sussen eck,Candy Store,4bf58dd8d48988d117951735
71,Brot und Spiele,Vienna,Hundezone Schönbornpark,Dog Run,4bf58dd8d48988d1e5941735
72,Brot und Spiele,Vienna,Schilddrüsenspraxis,Medical Center,4bf58dd8d48988d104941735
73,Brot und Spiele,Vienna,Volxkino,Indie Movie Theater,4bf58dd8d48988d17e941735
74,Brot und Spiele,Vienna,Pizzeria Mille Notte,Italian Restaurant,4bf58dd8d48988d110941735
75,Brot und Spiele,Vienna,Mahal,Indian Restaurant,4bf58dd8d48988d10f941735
76,Café Benno,Vienna,1080 City Apartments,Bed & Breakfast,4bf58dd8d48988d1f8931735
77,Café Benno,Vienna,Haardware Friseurbedarf,Cosmetics Shop,4bf58dd8d48988d10c951735
78,Café Benno,Vienna,McDonald's,Fast Food Restaurant,4bf58dd8d48988d16e941735
79,Café Benno,Vienna,Osteria Dal Toscano,Trattoria/Osteria,55a5a1ebe4b013909087cb7f
80,Café Benno,Vienna,H Hernalser Gürtel,Tram Station,52f2ab2ebcbc57f1066b8b51
81,Café Benno,Vienna,Medizinisches Zentrum Alser Straße (mza),Medical Center,4bf58dd8d48988d104941735
82,Café Benno,Vienna,Dott. Mag. Tommaso Avventi,Dentist's Office,4bf58dd8d48988d178941735
83,Café Benno,Vienna,Heidenkummer,Austrian Restaurant,52e81612bcbc57f1066b7a01
84,Café Benno,Vienna,Pfarre Alservorstadt,Church,4bf58dd8d48988d132941735
85,Café Benno,Vienna,Nora Pure Sports,Sporting Goods Shop,4bf58dd8d48988d1f2941735
86,Café Benno,Vienna,St. Anna Kinderspital,Hospital,4bf58dd8d48988d196941735
87,Café Benno,Vienna,Exit the Room,Arcade,4bf58dd8d48988d1e1931735
88,Café Benno,Vienna,mediamid digital services GmbH,Office,4bf58dd8d48988d124941735
89,Café Benno,Vienna,Crime Runners,General Entertainment,4bf58dd8d48988d1f1931735
90,Café Benno,Vienna,The Hamam,Tanning Salon,4d1cf8421a97d635ce361c31
91,Café Benno,Vienna,Cafe Ex,Nightclub,4bf58dd8d48988d11f941735
92,Café Benno,Vienna,Cafe Auszeit,Café,4bf58dd8d48988d16d941735
93,Café Benno,Vienna,Zentrum fuer Reisemedizin,Medical Center,4bf58dd8d48988d104941735
94,Café Benno,Vienna,Flarent Vienna Apartments,Vacation Rental,56aa371be4b08b9a8d5734e1
95,Café Benno,Vienna,Bennogasse,Residential Building (Apartment / Condo),4d954b06a243a5684965b473
96,Café Benno,Vienna,Zoo Alsergrund,Pet Store,4bf58dd8d48988d100951735
97,Café Benno,Vienna,united backyard cutters,Castle,50aaa49e4b90af0d42d5de11
98,Café Benno,Vienna,A1 Telekom Austria Hebragasse,Office,4bf58dd8d48988d124941735
99,Café Benno,Vienna,Kamera - Service u. Fotohandel Helmut Redl,Other Repair Shop,52f2ab2ebcbc57f1066b8b2f
100,Café Benno,Vienna,Grill Lepenac,Eastern European Restaurant,4bf58dd8d48988d109941735
101,Café Benno,Vienna,B72,Music Venue,4bf58dd8d48988d1e5931735
102,Café Benno,Vienna,Albertplatz,Plaza,4bf58dd8d48988d164941735
103,Café Benno,Vienna,Med. Zentrum Alser Straße (mza),Medical Center,4bf58dd8d48988d104941735
104,Café Benno,Vienna,Steindl's Weinhaus,Gastropub,4bf58dd8d48988d155941735
105,Café Benno,Vienna,Kindermed,Doctor's Office,4bf58dd8d48988d177941735
106,Café Benno,Vienna,Institut für Spezifische Prophylaxe und Tropenmedizin,Medical School,4bf58dd8d48988d1b3941735
107,Café Benno,Vienna,Institut Für Virologie,General College & University,4bf58dd8d48988d1a8941735
108,Café Benno,Vienna,El Feo,Bar,4bf58dd8d48988d116941735
109,Café Benno,Vienna,Pub Speakeasy,Pub,4bf58dd8d48988d11b941735
110,Café Benno,Vienna,Moody,Lounge,4bf58dd8d48988d121941735
111,Café Benno,Vienna,oliver stark - zentrum der kraft,Nightclub,4bf58dd8d48988d11f941735
112,Café Benno,Vienna,Recheninstitut,College Auditorium,4bf58dd8d48988d1af941735
113,Café Benno,Vienna,Breitenfeldergasse 6-8,General Entertainment,4bf58dd8d48988d1f1931735
114,Café Sperlhof,Vienna,Pfadfindergruppe Wien 51,General College & University,4bf58dd8d48988d1a8941735
115,Café Sperlhof,Vienna,Augartenspitz,Park,4bf58dd8d48988d163941735
116,Café Sperlhof,Vienna,X-MAS Motorcycle Electrics,Shop & Service,4d4b7105d754a06378d81259
117,Café Sperlhof,Vienna,Monte Ofelio,Deli / Bodega,4bf58dd8d48988d146941735
118,Café Sperlhof,Vienna,HOFER,Supermarket,52f2ab2ebcbc57f1066b8b46
119,Café Sperlhof,Vienna,omas Backstube,Bakery,4bf58dd8d48988d16a941735
120,Café Sperlhof,Vienna,supermari,Gourmet Shop,4bf58dd8d48988d1f5941735
121,Café Sperlhof,Vienna,Filmarchiv Austria,Library,4bf58dd8d48988d12f941735
122,Café Sperlhof,Vienna,5B Taborstraße,Bus Stop,52f2ab2ebcbc57f1066b8b4f
123,Café Sperlhof,Vienna,U Taborstraße,Metro Station,4bf58dd8d48988d1fd931735
124,Café Sperlhof,Vienna,5a Malzgasse,Bus Stop,52f2ab2ebcbc57f1066b8b4f
125,Café Sperlhof,Vienna,Dr. Brandl,Doctor's Office,4bf58dd8d48988d177941735
126,Café Sperlhof,Vienna,H Taborstraße,Tram Station,52f2ab2ebcbc57f1066b8b51
127,Café Sperlhof,Vienna,Hundeparcours,Dog Run,4bf58dd8d48988d1e5941735
128,Café Sperlhof,Vienna,Urban Gardening Augartenspitz,Garden,4bf58dd8d48988d15a941735
129,Café Sperlhof,Vienna,Zahnarzt Dr. Zadina,Dentist's Office,4bf58dd8d48988d178941735
130,Café Sperlhof,Vienna,Volksschule Schwarzingergasse,General College & University,4bf58dd8d48988d1a8941735
131,Café Sperlhof,Vienna,Landeskriminalamt Ast. Ost,Police Station,4bf58dd8d48988d12e941735
132,Café Sperlhof,Vienna,Glascontainer,Recycling Facility,4f4531084b9074f6e4fb0101
133,Café Sperlhof,Vienna,glanzrad.at,Bike Shop,4bf58dd8d48988d115951735
134,Café Sperlhof,Vienna,Miesbachgasse,Residential Building (Apartment / Condo),4d954b06a243a5684965b473
135,Café Sperlhof,Vienna,Machma Naturseifen,Miscellaneous Shop,4bf58dd8d48988d1ff941735
136,Café Sperlhof,Vienna,das taschenfahrrad,Bike Shop,4bf58dd8d48988d115951735
137,Café Sperlhof,Vienna,Kriminalmuseum,Museum,4bf58dd8d48988d181941735
138,Café Sperlhof,Vienna,Vienna Stay Apartments - Top 1,Residential Building (Apartment / Condo),4d954b06a243a5684965b473
139,Café Sperlhof,Vienna,MuTh - Konzertsaal der Wiener Sängerknaben,Theater,4bf58dd8d48988d137941735
140,Café Sperlhof,Vienna,Gastronomie wie noch nie,Beer Garden,4bf58dd8d48988d117941735
141,Café Sperlhof,Vienna,Bawag PSK,Bank,4bf58dd8d48988d10a951735
142,Café Sperlhof,Vienna,Bricks,Nightclub,4bf58dd8d48988d11f941735
143,Café Sperlhof,Vienna,Kino wie noch nie,Movie Theater,4bf58dd8d48988d17f941735
144,Café Sperlhof,Vienna,Gemeinschaftsgarten am Augartenspitz,Garden,4bf58dd8d48988d15a941735
145,Café Sperlhof,Vienna,Nguyen’s,Vietnamese Restaurant,4bf58dd8d48988d14a941735
146,Café Sperlhof,Vienna,Wulfisch,Seafood Restaurant,4bf58dd8d48988d1ce941735
147,Café Sperlhof,Vienna,La Massa,Italian Restaurant,4bf58dd8d48988d110941735
148,Café Sperlhof,Vienna,McDonald's,Fast Food Restaurant,4bf58dd8d48988d16e941735
149,Café Sperlhof,Vienna,McCafé,Café,4bf58dd8d48988d16d941735
150,Café Sperlhof,Vienna,Grünstern Gartenküche,Bistro,52e81612bcbc57f1066b79f1
151,Café Sperlhof,Vienna,Ignaz Jahn,Austrian Restaurant,52e81612bcbc57f1066b7a01
152,Café Sperlhof,Vienna,Öl,Bar,4bf58dd8d48988d116941735
153,SpielBar,Vienna,H Laudongasse,Tram Station,52f2ab2ebcbc57f1066b8b51
154,SpielBar,Vienna,Confraternität,Hospital,4bf58dd8d48988d196941735
155,SpielBar,Vienna,City of Angels,Mexican Restaurant,4bf58dd8d48988d1c1941735
156,SpielBar,Vienna,Sportordination Physio,Medical Center,4bf58dd8d48988d104941735
157,SpielBar,Vienna,H Laudongasse/Kochgasse,Bus Stop,52f2ab2ebcbc57f1066b8b4f
158,SpielBar,Vienna,Oliver’s Teigwerkstatt,Bakery,4bf58dd8d48988d16a941735
159,SpielBar,Vienna,H Laudongasse/Lederergasse (13A),Bus Stop,52f2ab2ebcbc57f1066b8b4f
160,SpielBar,Vienna,Ordination Dr. Chizzali-Bonfadin,Doctor's Office,4bf58dd8d48988d177941735
161,SpielBar,Vienna,Cafe Daun,Coffee Shop,4bf58dd8d48988d1e0931735
162,SpielBar,Vienna,H Skodagasse,Tram Station,52f2ab2ebcbc57f1066b8b51
163,SpielBar,Vienna,H Skodagasse,Bus Stop,52f2ab2ebcbc57f1066b8b4f
164,SpielBar,Vienna,Röntgenordination Dock & Mendel,Medical Lab,4f4531b14b9074f6e4fb0103
165,SpielBar,Vienna,bäckerei schwarz,Bakery,4bf58dd8d48988d16a941735
166,SpielBar,Vienna,Pygmalion,College Theater,4bf58dd8d48988d1ac941735
167,SpielBar,Vienna,Cafe Admiral,General Entertainment,4bf58dd8d48988d1f1931735
168,SpielBar,Vienna,Adolf Schärf Heim Vindabona,Residential Building (Apartment / Condo),4d954b06a243a5684965b473
169,SpielBar,Vienna,Urban Stay (Hotel Columbia),Hotel,4bf58dd8d48988d1fa931735
170,SpielBar,Vienna,Libro Alser Straße,Paper / Office Supplies Store,4bf58dd8d48988d121951735
171,SpielBar,Vienna,Dr med Gertrude Reichel,Doctor's Office,4bf58dd8d48988d177941735
172,SpielBar,Vienna,Muscheln & Mehr,Mediterranean Restaurant,4bf58dd8d48988d1c0941735
173,SpielBar,Vienna,Psychologische Studentenberatung,Office,4bf58dd8d48988d124941735
174,SpielBar,Vienna,cafe zeit,Dive Bar,4bf58dd8d48988d118941735
175,SpielBar,Vienna,Debakel,Other Nightlife,4bf58dd8d48988d11a941735
176,SpielBar,Vienna,Anna's Schnitzl Stube,Austrian Restaurant,52e81612bcbc57f1066b7a01
177,SpielBar,Vienna,Baltic,Hotel,4bf58dd8d48988d1fa931735
178,SpielBar,Vienna,Drei,Mobile Phone Shop,4f04afc02fb6e1c99f3db0bc
179,SpielBar,Vienna,Würstelstand Alserstraße,Austrian Restaurant,52e81612bcbc57f1066b7a01
180,SpielBar,Vienna,Chop Chop urban asian,Asian Restaurant,4bf58dd8d48988d142941735
181,SpielBar,Vienna,Taj-Indian Restaurant & Bar,Indian Restaurant,4bf58dd8d48988d10f941735
182,SpielBar,Vienna,Humanic,Shoe Store,4bf58dd8d48988d107951735
183,SpielBar,Vienna,Melkerhof,Residential Building (Apartment / Condo),4d954b06a243a5684965b473
184,SpielBar,Vienna,zum sussen eck,Candy Store,4bf58dd8d48988d117951735
185,SpielBar,Vienna,Österreichisches Museum für Volkskunde,History Museum,4bf58dd8d48988d190941735
186,SpielBar,Vienna,Aida Café-Konditorei Wien,Café,4bf58dd8d48988d16d941735
187,SpielBar,Vienna,KFA Wien,Office,4bf58dd8d48988d124941735
188,SpielBar,Vienna,Hundezone Schönbornpark,Dog Run,4bf58dd8d48988d1e5941735
189,SpielBar,Vienna,Fachärzte Kochgasse,Medical Center,4bf58dd8d48988d104941735
190,The Playground (Hoofdkerk),Antwerp,De Groene Waterman,Bookstore,4bf58dd8d48988d114951735
191,The Playground (Hoofdkerk),Antwerp,Quinten Matsijs,Bar,4bf58dd8d48988d116941735
192,The Playground (Hoofdkerk),Antwerp,KU Leuven Campus Carolus,College Academic Building,4bf58dd8d48988d198941735
193,The Playground (Hoofdkerk),Antwerp,Hendrik Consienceplein,Plaza,4bf58dd8d48988d164941735
194,The Playground (Hoofdkerk),Antwerp,Sint-Carolus Borromeuskerk,Church,4bf58dd8d48988d132941735
195,The Playground (Hoofdkerk),Antwerp,Erfgoedbibliotheek Hendrik Conscience,Library,4bf58dd8d48988d12f941735
196,The Playground (Hoofdkerk),Antwerp,hondenuitlaat 't stad,Dog Run,4bf58dd8d48988d1e5941735
197,The Playground (Hoofdkerk),Antwerp,Henderik Conscienseplein,Pedestrian Plaza,52e81612bcbc57f1066b7a25
198,The Playground (Hoofdkerk),Antwerp,Wim Meeussen Goudsmederij,Jewelry Store,4bf58dd8d48988d111951735
199,The Playground (Hoofdkerk),Antwerp,Bohm & Berkel,Wine Bar,4bf58dd8d48988d123941735
200,The Playground (Hoofdkerk),Antwerp,Frituur 't Stad,Friterie,55d25775498e9f6a0816a37a
201,The Playground (Hoofdkerk),Antwerp,Only Kebab,Kebab Restaurant,5283c7b4e4b094cb91ec88d7
202,The Playground (Hoofdkerk),Antwerp,Marolus,Dessert Shop,4bf58dd8d48988d1d0941735
203,The Playground (Hoofdkerk),Antwerp,Bubble Waffle Café,Creperie,52e81612bcbc57f1066b79f2
204,The Playground (Hoofdkerk),Antwerp,CAR 1.06,College Classroom,4bf58dd8d48988d1a0941735
205,The Playground (Hoofdkerk),Antwerp,CAR 3.09,College Classroom,4bf58dd8d48988d1a0941735
206,The Playground (Hoofdkerk),Antwerp,de Peerdestal,French Restaurant,4bf58dd8d48988d10c941735
207,The Playground (Hoofdkerk),Antwerp,Huis Franck,Lounge,4bf58dd8d48988d121941735
208,The Playground (Hoofdkerk),Antwerp,Café De Kat,Pub,4bf58dd8d48988d11b941735
209,The Playground (Hoofdkerk),Antwerp,The Chocolate Box,Tea Room,4bf58dd8d48988d1dc931735
210,The Playground (Hoofdkerk),Antwerp,Halte Antwerpen Sint-Katelijne,Tram Station,52f2ab2ebcbc57f1066b8b51
211,The Playground (Hoofdkerk),Antwerp,CAR 1.07,College Classroom,4bf58dd8d48988d1a0941735
212,The Playground (Hoofdkerk),Antwerp,Nottebohmzaal,Library,4bf58dd8d48988d12f941735
213,The Playground (Hoofdkerk),Antwerp,Aveda Elements,Spa,4bf58dd8d48988d1ed941735
214,The Playground (Hoofdkerk),Antwerp,WM Art Gallery,Art Gallery,4bf58dd8d48988d1e2931735
215,The Playground (Hoofdkerk),Antwerp,Mo’na Antwerp,Health & Beauty Service,54541900498ea6ccd0202697
216,The Playground (Hoofdkerk),Antwerp,Gerda De Vrij,Jewelry Store,4bf58dd8d48988d111951735
217,The Playground (Hoofdkerk),Antwerp,De peerdestal,Restaurant,4bf58dd8d48988d1c4941735
218,The Playground (Hoofdkerk),Antwerp,Mel & Mikis,Residential Building (Apartment / Condo),4d954b06a243a5684965b473
219,The Playground (Hoofdkerk),Antwerp,Diana Brows,Health & Beauty Service,54541900498ea6ccd0202697
220,The Playground (Hoofdkerk),Antwerp,Bontwerkersplaats,Historic Site,4deefb944765f83613cdba6e
221,The Playground (Hoofdkerk),Antwerp,De Gulden Zwaene ‘de Kroeg’,Bar,4bf58dd8d48988d116941735
222,The Playground (Hoofdkerk),Antwerp,The Collector's House,Art Gallery,4bf58dd8d48988d1e2931735
223,The Playground (Hoofdkerk),Antwerp,Molly's Irish Bar,Bar,4bf58dd8d48988d116941735
224,The Playground (Hoofdkerk),Antwerp,ViaVia Joker Reiscafé,Bistro,52e81612bcbc57f1066b79f1
225,The Playground (Hoofdkerk),Antwerp,Café De Zwaan,Bar,4bf58dd8d48988d116941735
226,The Playground (Hoofdkerk),Antwerp,The Northerner,Beer Bar,56aa371ce4b08b9a8d57356c
227,The Playground (Hoofdkerk),Antwerp,Simply Marie,Soup Place,4bf58dd8d48988d1dd931735
228,The Playground (Hoofdkerk),Antwerp,Nashville,American Restaurant,4bf58dd8d48988d14e941735
229,The Playground (Station),Antwerp,Station Antwerpen-Centraal,Train Station,4bf58dd8d48988d129951735
230,The Playground (Station),Antwerp,Starbucks,Coffee Shop,4bf58dd8d48988d1e0931735
231,The Playground (Station),Antwerp,Premetrostation Diamant,Metro Station,4bf58dd8d48988d1fd931735
232,The Playground (Station),Antwerp,Hampton by Hilton,Hotel,4bf58dd8d48988d1fa931735
233,The Playground (Station),Antwerp,Free Cone Day,Ice Cream Shop,4bf58dd8d48988d1c9941735
234,The Playground (Station),Antwerp,Delhaize Shop & Go,Fruit & Vegetable Store,52f2ab2ebcbc57f1066b8b1c
235,The Playground (Station),Antwerp,Spoor 3,Platform,4f4531504b9074f6e4fb0102
236,The Playground (Station),Antwerp,Panos,Sandwich Place,4bf58dd8d48988d1c5941735
237,The Playground (Station),Antwerp,Infrabel,Office,4bf58dd8d48988d124941735
238,The Playground (Station),Antwerp,Spoor 1,Platform,4f4531504b9074f6e4fb0102
239,The Playground (Station),Antwerp,Spoor 6,Platform,4f4531504b9074f6e4fb0102
240,The Playground (Station),Antwerp,Chez Albert,Food Stand,56aa371be4b08b9a8d57350b
241,The Playground (Station),Antwerp,Aardbeien van Hoogstraten,Farmers Market,4bf58dd8d48988d1fa941735
242,The Playground (Station),Antwerp,Spoor 5,Platform,4f4531504b9074f6e4fb0102
243,The Playground (Station),Antwerp,Bestuurdersdepot NMBS,Office,4bf58dd8d48988d124941735
244,The Playground (Station),Antwerp,Panos,Sandwich Place,4bf58dd8d48988d1c5941735
245,The Playground (Station),Antwerp,Apotheek Centraal Station,Pharmacy,4bf58dd8d48988d10f951735
246,The Playground (Station),Antwerp,Comics Station HQ,Office,4bf58dd8d48988d124941735
247,The Playground (Station),Antwerp,Philippo Rozen,Flower Shop,4bf58dd8d48988d11b951735
248,The Playground (Station),Antwerp,Spoor 4,Platform,4f4531504b9074f6e4fb0102
249,The Playground (Station),Antwerp,Hairtalk station,Health & Beauty Service,54541900498ea6ccd0202697
250,The Playground (Station),Antwerp,Visit Antwerp Centraal Station,Tourist Information Center,4f4530164b9074f6e4fb00ff
251,The Playground (Station),Antwerp,indian food ahaar,Deli / Bodega,4bf58dd8d48988d146941735
252,The Playground (Station),Antwerp,Medex,Medical Center,4bf58dd8d48988d104941735
253,The Playground (Station),Antwerp,Spoor 14,Platform,4f4531504b9074f6e4fb0102
254,The Playground (Station),Antwerp,Ticketautomaten NMBS,Travel Agency,4f04b08c2fb6e1c99f3db0bd
255,The Playground (Station),Antwerp,Perron 10,Bus Stop,52f2ab2ebcbc57f1066b8b4f
256,The Playground (Station),Antwerp,Busperron Pelikaanstraat,Bus Station,4bf58dd8d48988d1fe931735
257,The Playground (Station),Antwerp,"FOD Volksgezondheid, Veiligheid van de Voedselketen en Leefmilieu",Government Building,4bf58dd8d48988d126941735
258,The Playground (Station),Antwerp,Fruit to go,Food Stand,56aa371be4b08b9a8d57350b
259,The Playground (Station),Antwerp,Le Royal Cafe,Brasserie,57558b36e4b065ecebd306b0
260,The Playground (Station),Antwerp,Louis Delhaize,Supermarket,52f2ab2ebcbc57f1066b8b46
261,The Playground (Station),Antwerp,Capri,Café,4bf58dd8d48988d16d941735
262,The Playground (Station),Antwerp,Busperron 11,Bus Station,4bf58dd8d48988d1fe931735
263,The Playground (Station),Antwerp,Frituur 't Spoorfrietje,Friterie,55d25775498e9f6a0816a37a
264,The Playground (Station),Antwerp,Relay,Newsstand,4f04ad622fb6e1c99f3db0b9
265,The Playground (Station),Antwerp,Apenspeelplein,Playground,4bf58dd8d48988d1e7941735
266,The Playground (Station),Antwerp,telenet pop,Building,4bf58dd8d48988d130941735
267,The Playground (Station),Antwerp,Donutello,Donut Shop,4bf58dd8d48988d148941735
268,Outpost Antwerpen,Antwerp,Interparking Meir,Parking,4c38df4de52ce0d596b336e1
269,Outpost Antwerpen,Antwerp,CVO LBC Antwerpen,School,4bf58dd8d48988d13b941735
270,Outpost Antwerpen,Antwerp,Lbc,College Communications Building,4bf58dd8d48988d19a941735
271,Outpost Antwerpen,Antwerp,Kokomo City Antwerp,Bar,4bf58dd8d48988d116941735
272,Outpost Antwerpen,Antwerp,O’TACOS,Taco Place,4bf58dd8d48988d151941735
273,Outpost Antwerpen,Antwerp,Kathedraallogies Drie Koningen,Bed & Breakfast,4bf58dd8d48988d1f8931735
274,Outpost Antwerpen,Antwerp,Parfuma,Perfume Shop,52f2ab2ebcbc57f1066b8b23
275,Outpost Antwerpen,Antwerp,Rijksdienst Voor Pensioenen,Coworking Space,4bf58dd8d48988d174941735
276,Outpost Antwerpen,Antwerp,Cuperus,Coffee Shop,4bf58dd8d48988d1e0931735
277,Outpost Antwerpen,Antwerp,Modelbouw Verschooten,Hobby Shop,4bf58dd8d48988d1fb941735
278,Outpost Antwerpen,Antwerp,Sint-Carolus Borromeuskerk,Church,4bf58dd8d48988d132941735
279,Outpost Antwerpen,Antwerp,lbc-nvk headquarters,Office,4bf58dd8d48988d124941735
280,Outpost Antwerpen,Antwerp,Fatkat Records,Record Shop,4bf58dd8d48988d10d951735
281,Outpost Antwerpen,Antwerp,bpost,Post Office,4bf58dd8d48988d172941735
